code_variable,name_variable,label_pergunta,tipo,is_dashboard,is_portal,is_average,is_percentage,is_absolute,label,categoria,subcategoria,modal
2.6.2.C,Qual a porcentagem de viagens por metrô foram realizadas dentro do horário programado em 2023? (%),Qual a porcentagem de viagens por metrô foram realizadas dentro do horário programado no ano? (%),numeric,1,1,0,0,1,Viagens de Metrô Realizadas no Horário Programado (%),Infraestrutura,Metrô,Metrô
2.6.2.D,Qual a porcentagem de viagens por trem foram realizadas dentro do horário programado em 2023? (%),Qual a porcentagem de viagens por trem foram realizadas dentro do horário programado no ano? (%),numeric,1,1,0,0,1,Viagens de Trem Realizadas no Horário Programado (%),Infraestrutura,Trem,Trem
2.6.2.E,Qual a porcentagem de viagens por barco foram realizadas dentro do horário programado em 2023? (%),Qual a porcentagem de viagens por barco foram realizadas dentro do horário programado no ano? (%),numeric,1,1,0,0,1,Viagens de Barco Realizadas no Horário Programado (%),Infraestrutura,Barco,Barco
2.6.2.F,Qual a porcentagem de viagens por VLT foram realizadas dentro do horário programado em 2023? (%),Qual a porcentagem de viagens por VLT foram realizadas dentro do horário programado no ano? (%),numeric,1,1,0,0,1,Viagens de VLT Realizadas no Horário Programado (%),Infraestrutura,VLT,VLT
2.6.2.G,Qual a porcentagem de viagens por Monotrilho foram realizadas dentro do horário programado em 2023? (%),Qual a porcentagem de viagens por Monotrilho foram realizadas dentro do horário programado no ano? (%),numeric,1,1,0,0,1,Viagens de Monotrilho Realizadas no Horário Programado (%),Infraestrutura,Monotrilho,Monotrilho
2.6.2.H,Qual a porcentagem de viagens por aeromóvel foram realizadas dentro do horário programado em 2023? (%),Qual a porcentagem de viagens por aeromóvel foram realizadas dentro do horário programado no ano? (%),numeric,1,1,0,0,1,Viagens de Aeromóvel Realizadas no Horário Programado (%),Infraestrutura,Aeromóvel,Aeromóvel
2.6.2.I,Qual a porcentagem de viagens por ônibus não foram completadas em 2023? (%),Qual a porcentagem de viagens por ônibus não foram completadas no ano? (%),numeric,1,1,0,0,1,Viagens de Ônibus Incompletas (%),Infraestrutura,Ônibus,Ônibus
2.6.2.J,Qual o percentual de viagens por vans/microônibus não foram completadas em 2023? (%),Qual o percentual de viagens por vans/microônibus não foram completadas no ano? (%),numeric,1,1,0,1,0,Viagens de Ônibus Incompletas Microônibus(%),Infraestrutura,Vans/Microônibus,Microônibus
2.6.2.K,Qual o percentual de viagens por metrô não foram completadas em 2023? (%),Qual o percentual de viagens por metrô não foram completadas no ano? (%),numeric,1,1,0,1,0,Viagens de Metrô Incompletas (%),Infraestrutura,Metrô,Metrô
2.6.2.L,Qual o percentual de viagens por trem não foram completadas em 2023? (%),Qual o percentual de viagens por trem não foram completadas no ano? (%),numeric,1,1,0,1,0,Viagens de Trem Incompletas (%),Infraestrutura,Trem,Trem
2.6.2.M,Qual o percentual de viagens por barco não foram completadas em 2023? (%),Qual o percentual de viagens por barco não foram completadas no ano? (%),numeric,1,1,0,1,0,Viagens de Barco Incompletas (%),Infraestrutura,Barco,Barco
2.6.2.N,Qual o percentual de viagens por VLT não foram completadas em 2023? (%),Qual o percentual de viagens por VLT não foram completadas no ano? (%),numeric,1,1,0,1,0,Viagens de VLT Incompletas (%),Infraestrutura,VLT,VLT
2.6.2.O,Qual o percentual de viagens por monotrilho não foram completadas em 2023? (%),Qual o percentual de viagens por monotrilho não foram completadas no ano? (%),numeric,1,1,0,1,0,Viagens de Monotrilho Incompletas (%),Infraestrutura,Monotrilho,Monotrilho
2.6.2.P,Qual o percentual de viagens por aeromóvel não foram completadas em 2023? (%),Qual o percentual de viagens por aeromóvel não foram completadas no ano? (%),numeric,1,1,0,1,0,Viagens de Aeromóvel Incompletas (%),Infraestrutura,Aeromóvel,Aeromóvel
3.1.1.A,Qual o valor da atual tarifa predominante do município?,Qual o valor da atual tarifa predominante do município?,numeric,1,1,0,0,1,Valor da Tarifa,Tarifa,Valores,NA
3.1.1.B,Qual o valor anterior da tarifa predominante no município?,Qual o valor anterior da tarifa predominante no município?,numeric,0,0,0,0,1,Valor Anterior da Tarifa,Tarifa,Valores,NA
3.1.1.C,Qual a data do último reajuste?,Qual a data do último reajuste?,date,0,0,0,0,0,Data do Último Reajuste,missing,NA,NA
3.1.2,Existe outros valores de tarifas na rede de transporte público coletivo no município?,Existe outros valores de tarifas na rede de transporte público coletivo no município?,binary,0,0,0,0,0,Tarifa Única,Tarifa,NA,NA
3.1.2.A,Quais outros serviços e respectivos valores de tarifas públicas existem no município?,Quais outros serviços e respectivos valores de tarifas públicas existem no município?,text,0,0,0,0,0,Serviços e Tarifas Diferentes,Tarifa,NA,NA
3.1.3,Quais as formas de integração tarifária existentes?,Quais as formas de integração tarifária existentes?,text,0,0,0,0,0,Formas de Integração Tarifárias Existentes,missing,NA,NA
3.2.1.A,Qual o valor da receita tarifária anual por ônibus arrecadado em 2023?,Qual o valor da receita tarifária anual por ônibus arrecadado no ano?,numeric,1,1,0,0,1,Receita Tarifária (Ônibus),Receita,Ônibus,Ônibus
3.2.1.B,"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por ônibus em 2023?","Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por ônibus no ano?",numeric,1,1,0,0,1,Subsídios a Passageiros (Ônibus),Receita,Ônibus,Ônibus
3.2.1.C,"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por ônibus em 2023?","Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por ônibus no ano?",numeric,1,1,0,0,1,Subsídios ao Sistema (Ônibus),Receita,Ônibus,Ônibus
3.2.1.D,"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por ônibus em 2023?","Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por ônibus no ano?",numeric,1,1,0,0,1,Receita Extratarifária com Publicidade (Ônibus),Receita,Ônibus,Ônibus
3.2.1.E,"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por ônibus em 2023?","Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por ônibus no ano?",numeric,1,1,0,0,1,Receita Extratarifária de Outras Fontes (Ônibus),Receita,Ônibus,Ônibus
3.2.2.A,Qual o valor da receita tarifária anual por vans/microônibus arrecadado em 2023?,Qual o valor da receita tarifária anual por vans/microônibus arrecadado no ano?,numeric,1,1,0,0,1,Receita Tarifária (Vans/Microônibus),Receita,Vans/Microônibus,Microônibus
3.2.2.B,"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por vans/microônibus em 2023?","Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por vans/microônibus no ano?",numeric,1,1,0,0,1,Subsídios a Passageiros (Vans/Microônibus),Receita,Vans/Microônibus,Microônibus
3.2.2.C,"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por vans/microônibus em 2023?","Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por vans/microônibus no ano?",numeric,1,1,0,0,1,Subsídios ao Sistema (Vans/Microônibus),Receita,Vans/Microônibus,Microônibus
3.2.2.D,"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por vans/microônibus em 2023?","Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por vans/microônibus no ano?",numeric,1,1,0,0,1,Receita Extratarifária com Publicidade (Vans/Microônibus),Receita,Vans/Microônibus,Microônibus
3.2.2.E,"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por vans/microônibus em 2023?","Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por vans/microônibus no ano?",numeric,1,1,0,0,1,Receita Extratarifária de Outras Fontes (Vans/Microônibus),Receita,Vans/Microônibus,Microônibus
3.2.3.A,Qual o valor da receita tarifária anual por metrô arrecadado em 2023?,Qual o valor da receita tarifária anual por metrô arrecadado no ano?,numeric,1,1,0,0,1,Receita Tarifária (Metrô),Receita,Metrô,Metrô
3.2.3.B,"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por metrô em 2023?","Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por metrô no ano?",numeric,1,1,0,0,1,Subsídios a Passageiros (Metrô),Receita,Metrô,Metrô
3.2.3.C,"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por metrô em 2023?","Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por metrô no ano?",numeric,1,1,0,0,1,Subsídios ao Sistema (Metrô),Receita,Metrô,Metrô
3.2.3.D,"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por metrô em 2023?","Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por metrô no ano?",numeric,1,1,0,0,1,Receita Extratarifária com Publicidade (Metrô),Receita,Metrô,Metrô
3.2.3.E,"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por metrô em 2023?","Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por metrô no ano?",numeric,1,1,0,0,1,Receita Extratarifária de Outras Fontes (Metrô),Receita,Metrô,Metrô
3.2.4.A,Qual o valor da receita tarifária anual por trem arrecadado em 2023?,Qual o valor da receita tarifária anual por trem arrecadado no ano?,numeric,1,1,0,0,1,Receita Tarifária (Trem),Receita,Trem,Trem
3.2.4.B,"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por trem em 2023?","Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por trem no ano?",numeric,1,1,0,0,1,Subsídios a Passageiros (Trem),Receita,Trem,Trem
3.2.4.C,"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por trem em 2023?","Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por trem no ano?",numeric,1,1,0,0,1,Subsídios ao Sistema (Trem),Receita,Trem,Trem
3.2.4.D,"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por trem em 2023?","Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por trem no ano?",numeric,1,1,0,0,1,Receita Extratarifária com Publicidade (Trem),Receita,Trem,Trem
3.2.4.E,"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por trem em 2023?","Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por trem no ano?",numeric,1,1,0,0,1,Receita Extratarifária de Outras Fontes (Trem),Receita,Trem,Trem
3.2.5.A,Qual o valor da receita tarifária anual por barco arrecadado em 2023?,Qual o valor da receita tarifária anual por barco arrecadado no ano?,numeric,1,1,0,0,1,Receita Tarifária (Barco),Receita,Barco,Barco
3.2.5.B,"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por barco em 2023?","Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por barco no ano?",numeric,1,1,0,0,1,Subsídios a Passageiros (Barco),Receita,Barco,Barco
3.2.5.C,"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por barco em 2023?","Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por barco no ano?",numeric,1,1,0,0,1,Subsídios ao Sistema (Barco),Receita,Barco,Barco
3.2.5.D,"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por barco em 2023?","Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por barco no ano?",numeric,1,1,0,0,1,Receita Extratarifária com Publicidade (Barco),Receita,Barco,Barco
3.2.5.E,"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por barco em 2023?","Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por barco no ano?",numeric,1,1,0,0,1,Receita Extratarifária de Outras Fontes (Barco),Receita,Barco,Barco
3.2.6.A,Qual o valor da receita tarifária anual por VLT arrecado em 2023?,Qual o valor da receita tarifária anual por VLT arrecado no ano?,numeric,1,1,0,0,1,Receita Tarifária (VLT),Receita,VLT,VLT
3.2.6.B,"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por VLT em 2023?","Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por VLT no ano?",numeric,1,1,0,0,1,Subsídios a Passageiros (VLT),Receita,VLT,VLT
3.2.6.C,"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por VLT em 2023?","Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por VLT no ano?",numeric,1,1,0,0,1,Subsídios ao Sistema (VLT),Receita,VLT,VLT
3.2.6.D,"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por VLT em 2023?","Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por VLT no ano?",numeric,1,1,0,0,1,Receita Extratarifária com Publicidade (VLT),Receita,VLT,VLT
3.2.6.E,"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por VLT em 2023?","Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por VLT no ano?",numeric,1,1,0,0,1,Receita Extratarifária de Outras Fontes (VLT),Receita,VLT,VLT
3.2.7.A,Qual o valor da receita tarifária anual por monotrilho arrecadado em 2023?,Qual o valor da receita tarifária anual por monotrilho arrecadado no ano?,numeric,1,1,0,0,1,Receita Tarifária (Monotrilho),Receita,Monotrilho,Monotrilho
3.2.7.B,"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por monotrilho em 2023?","Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por monotrilho no ano?",numeric,1,1,0,0,1,Subsídios a Passageiros (Monotrilho),Receita,Monotrilho,Monotrilho
3.2.7.C,"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por monotrilho em 2023?","Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por monotrilho no ano?",numeric,1,1,0,0,1,Subsídios ao Sistema (Monotrilho),Receita,Monotrilho,Monotrilho
3.2.7.D,"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por monotrilho em 2023?","Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por monotrilho no ano?",numeric,1,1,0,0,1,Receita Extratarifária com Publicidade (Monotrilho),Receita,Monotrilho,Monotrilho
3.2.7.E,"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por monotrilho em 2023?","Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por monotrilho no ano?",numeric,1,1,0,0,1,Receita Extratarifária de Outras Fontes (Monotrilho),Receita,Monotrilho,Monotrilho
3.2.8.A,Qual o valor da receita tarifária anual por aeromóvel arrecado em 2023?,Qual o valor da receita tarifária anual por aeromóvel arrecado no ano?,numeric,1,1,0,0,1,Receita Tarifária (Aeromóvel),Receita,Aeromóvel,Aeromóvel
3.2.8.B,"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por aeromóvel em 2023?","Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por aeromóvel no ano?",numeric,1,1,0,0,1,Subsídios a Passageiros (Aeromóvel),Receita,Aeromóvel,Aeromóvel
3.2.8.C,"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por aeromóvel em 2023?","Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por aeromóvel no ano?",numeric,1,1,0,0,1,Subsídios ao Sistema (Aeromóvel),Receita,Aeromóvel,Aeromóvel
3.2.8.D,"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por aeromóvel em 2023?","Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por aeromóvel no ano?",numeric,1,1,0,0,1,Receita Extratarifária com Publicidade (Aeromóvel),Receita,Aeromóvel,Aeromóvel
3.2.8.E,"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por aeromóvel em 2023?","Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por aeromóvel no ano?",numeric,1,1,0,0,1,Receita Extratarifária de Outras Fontes (Aeromóvel),Receita,Aeromóvel,Aeromóvel
3.3.1.A,Quais os impostos incidentes no serviço de transporte por ônibus?,Quais os impostos incidentes no serviço de transporte por ônibus?,numeric,1,1,0,0,1,NA,NA,NA,NA
3.3.1.B,Qual o percentual de ISS incidente no serviço de transporte por ônibus?,Qual o percentual de ISS incidente no serviço de transporte por ônibus?,numeric,1,1,0,1,0,Impostos e taxas - Alíquota ISS (Ônibus),Custos,Ônibus,Ônibus
3.3.1.C,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por ônibus?,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por ônibus?,numeric,1,1,0,1,0,Impostos e Taxas - Taxa de Gerenciamento (Ônibus),Custos,Ônibus,Ônibus
3.3.1.D,Qual o percentual de PIS incidente no serviço de transporte por ônibus?,Qual o percentual de PIS incidente no serviço de transporte por ônibus?,numeric,1,1,0,1,0,Impostos e Taxas - PIS (Ônibus),Custos,Ônibus,Ônibus
3.3.1.E,Qual o percentual de Cofins incidente no serviço de transporte por ônibus?,Qual o percentual de Cofins incidente no serviço de transporte por ônibus?,numeric,1,1,0,1,0,Impostos e Taxas - Cofins (Ônibus),Custos,Ônibus,Ônibus
3.3.1.F,Qual o percentual de outros impostos incidentes no serviço de transporte por ônibus?,Qual o percentual de outros impostos incidentes no serviço de transporte por ônibus?,numeric,1,1,0,1,0,Impostos e Taxas - Alíquota Outros Impostos (Ônibus),Custos,Ônibus,Ônibus
3.3.1.G,Quais outros impostos incidem no serviço de transporte por ônibus?,Quais outros impostos incidem no serviço de transporte por ônibus?,numeric,1,1,0,0,1,Impostos e Taxas - Outros Impostos (Ônibus),Custos,Ônibus,Ônibus
3.3.1.H,Quais os impostos incidentes no serviço de transporte por vans/microônibus?,Quais os impostos incidentes no serviço de transporte por vans/microônibus?,numeric,1,1,0,0,1,NA,NA,NA,NA
3.3.1.I,Qual o percentual de ISS incidente no serviço de transporte por vans/microônibus?,Qual o percentual de ISS incidente no serviço de transporte por vans/microônibus?,numeric,1,1,0,1,0,Impostos e taxas - Alíquota ISS (Vans/Microônibus),Custos,Vans/Microônibus,Microônibus
3.3.1.J,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por vans/microônibus?,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por vans/microônibus?,numeric,1,1,0,1,0,Impostos e Taxas - Taxa de Gerenciamento (Vans/Microônibus),Custos,Vans/Microônibus,Microônibus
3.3.1.K,Qual o percentual de PIS incidente no serviço de transporte por vans/microônibus?,Qual o percentual de PIS incidente no serviço de transporte por vans/microônibus?,numeric,1,1,0,1,0,Impostos e Taxas - PIS (Vans/Microônibus),Custos,Vans/Microônibus,Microônibus
3.3.1.L,Qual o percentual de Cofins incidente no serviço de transporte por vans/microônibus?,Qual o percentual de Cofins incidente no serviço de transporte por vans/microônibus?,numeric,1,1,0,1,0,Impostos e Taxas - Cofins (Vans/Microônibus),Custos,Vans/Microônibus,Microônibus
3.3.1.M,Qual o percentual de outros impostos incidentes no serviço de transporte por vans/microônibus?,Qual o percentual de outros impostos incidentes no serviço de transporte por vans/microônibus?,numeric,1,1,0,1,0,Impostos e Taxas - Alíquota Outros Impostos (Vans/Microônibus),Custos,Vans/Microônibus,Microônibus
3.3.1.N,Quais outros impostos incidem no serviço de transporte por vans/microônibus?,Quais outros impostos incidem no serviço de transporte por vans/microônibus?,numeric,1,1,0,0,1,Impostos e Taxas - Outros Impostos (Vans/Microônibus),Custos,Vans/Microônibus,Microônibus
3.3.1.O,Quais os impostos incidentes no serviço de transporte por metrô?,Quais os impostos incidentes no serviço de transporte por metrô?,numeric,1,1,0,0,1,NA,NA,NA,NA
3.3.1.P,Qual o percentual de ISS incidente no serviço de transporte por metrô?,Qual o percentual de ISS incidente no serviço de transporte por metrô?,numeric,1,1,0,1,0,Impostos e taxas - Alíquota ISS (Metrô),Custos,Metrô,Metrô
3.3.1.Q,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por metrô?,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por metrô?,numeric,1,1,0,1,0,Impostos e Taxas - Taxa de Gerenciamento (Metrô),Custos,Metrô,Metrô
3.3.1.R,Qual o percentual de PIS incidente no serviço de transporte por metrô?,Qual o percentual de PIS incidente no serviço de transporte por metrô?,numeric,1,1,0,1,0,Impostos e Taxas - PIS (Metrô),Custos,Metrô,Metrô
3.3.1.S,Qual o percentual de Cofins incidente no serviço de transporte por metrô?,Qual o percentual de Cofins incidente no serviço de transporte por metrô?,numeric,1,1,0,1,0,Impostos e Taxas - Cofins (Metrô),Custos,Metrô,Metrô
3.3.1.T,Qual o percentual de outros impostos incidentes no serviço de transporte por metrô?,Qual o percentual de outros impostos incidentes no serviço de transporte por metrô?,numeric,1,1,0,1,0,Impostos e Taxas - Alíquota Outros Impostos (Metrô),Custos,Metrô,Metrô
3.3.1.U,Quais outros impostos incidem no serviço de transporte por metrô?,Quais outros impostos incidem no serviço de transporte por metrô?,numeric,1,1,0,0,1,Impostos e Taxas - Outros Impostos (Metrô),Custos,Metrô,Metrô
3.3.1.V,Quais os impostos incidentes no serviço de transporte por trem?,Quais os impostos incidentes no serviço de transporte por trem?,numeric,1,1,0,0,1,NA,NA,NA,NA
3.3.1.W,Qual o percentual de ISS incidente no serviço de transporte por trem?,Qual o percentual de ISS incidente no serviço de transporte por trem?,numeric,1,1,0,1,0,Impostos e taxas - Alíquota ISS (Trem),Custos,Trem,Trem
3.3.1.X,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por trem?,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por trem?,numeric,1,1,0,1,0,Impostos e Taxas - Taxa de Gerenciamento (Trem),Custos,Trem,Trem
3.3.1.Y,Qual o percentual de PIS incidente no serviço de transporte por trem?,Qual o percentual de PIS incidente no serviço de transporte por trem?,numeric,1,1,0,1,0,Impostos e Taxas - PIS (Trem),Custos,Trem,Trem
3.3.1.Z,Qual o percentual de Cofins incidente no serviço de transporte por trem?,Qual o percentual de Cofins incidente no serviço de transporte por trem?,numeric,1,1,0,1,0,Impostos e Taxas - Cofins (Trem),Custos,Trem,Trem
3.3.1.AA,Qual o percentual de outros impostos incidentes no serviço de transporte por trem?,Qual o percentual de outros impostos incidentes no serviço de transporte por trem?,numeric,1,1,0,1,0,Impostos e Taxas - Alíquota Outros Impostos (Trem),Custos,Trem,Trem
3.3.1.AB,Quais outros impostos incidem no serviço de transporte por trem?,Quais outros impostos incidem no serviço de transporte por trem?,numeric,1,1,0,0,1,Impostos e Taxas - Outros Impostos (Trem),Custos,Trem,Trem
3.3.1.AC,Quais os impostos incidentes no serviço de transporte por barco?,Quais os impostos incidentes no serviço de transporte por barco?,numeric,1,1,0,0,1,NA,NA,NA,NA
3.3.1.AD,Qual o percentual de ISS incidente no serviço de transporte por barco?,Qual o percentual de ISS incidente no serviço de transporte por barco?,numeric,1,1,0,1,0,Impostos e taxas - Alíquota ISS (Barco),Custos,Barco,Barco
3.3.1.AE,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por barco?,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por barco?,numeric,1,1,0,1,0,Impostos e Taxas - Taxa de Gerenciamento (Barco),Custos,Barco,Barco
3.3.1.AF,Qual o percentual de PIS incidente no serviço de transporte por barco?,Qual o percentual de PIS incidente no serviço de transporte por barco?,numeric,1,1,0,1,0,Impostos e Taxas - PIS (Barco),Custos,Barco,Barco
3.3.1.AG,Qual o percentual de Cofins incidente no serviço de transporte por barco?,Qual o percentual de Cofins incidente no serviço de transporte por barco?,numeric,1,1,0,1,0,Impostos e Taxas - Cofins (Barco),Custos,Barco,Barco
3.3.1.AH,Qual o percentual de outros impostos incidentes no serviço de transporte por barco?,Qual o percentual de outros impostos incidentes no serviço de transporte por barco?,numeric,1,1,0,1,0,Impostos e Taxas - Alíquota Outros Impostos (Barco),Custos,Barco,Barco
3.3.1.AI,Quais outros impostos incidem no serviço de transporte por barco?,Quais outros impostos incidem no serviço de transporte por barco?,numeric,1,1,0,0,1,Impostos e Taxas - Outros Impostos (Barco),Custos,Barco,Barco
3.3.1.AJ,Quais os impostos incidentes no serviço de transporte por VLT?,Quais os impostos incidentes no serviço de transporte por VLT?,numeric,1,1,0,0,1,NA,NA,NA,NA
3.3.1.AK,Qual o percentual de ISS incidente no serviço de transporte por VLT?,Qual o percentual de ISS incidente no serviço de transporte por VLT?,numeric,1,1,0,1,0,Impostos e taxas - Alíquota ISS (VLT),Custos,VLT,VLT
3.3.1.AL,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por VLT?,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por VLT?,numeric,1,1,0,1,0,Impostos e Taxas - Taxa de Gerenciamento (VLT),Custos,VLT,VLT
3.3.1.AM,Qual o percentual de PIS incidente no serviço de transporte por VLT?,Qual o percentual de PIS incidente no serviço de transporte por VLT?,numeric,1,1,0,1,0,Impostos e Taxas - PIS (VLT),Custos,VLT,VLT
3.3.1.AN,Qual o percentual de Cofins incidente no serviço de transporte por VLT?,Qual o percentual de Cofins incidente no serviço de transporte por VLT?,numeric,1,1,0,1,0,Impostos e Taxas - Cofins (VLT),Custos,VLT,VLT
3.3.1.AO,Qual o percentual de outros impostos incidentes no serviço de transporte por VLT?,Qual o percentual de outros impostos incidentes no serviço de transporte por VLT?,numeric,1,1,0,1,0,Impostos e Taxas - Alíquota Outros Impostos (VLT),Custos,VLT,VLT
3.3.1.AP,Quais outros impostos incidem no serviço de transporte por VLT?,Quais outros impostos incidem no serviço de transporte por VLT?,numeric,1,1,0,0,1,Impostos e Taxas - Outros Impostos (VLT),Custos,VLT,VLT
3.3.1.AQ,Quais os impostos incidentes no serviço de transporte por monotrilho?,Quais os impostos incidentes no serviço de transporte por monotrilho?,numeric,1,1,0,0,1,NA,NA,NA,NA
3.3.1.AR,Qual o percentual de ISS incidente no serviço de transporte por monotrilho?,Qual o percentual de ISS incidente no serviço de transporte por monotrilho?,numeric,1,1,0,1,0,Impostos e taxas - Alíquota ISS (Monotrilho),Custos,Monotrilho,Monotrilho
3.3.1.AS,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por monotrilho?,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por monotrilho?,numeric,1,1,0,1,0,Impostos e Taxas - Taxa de Gerenciamento (Monotrilho),Custos,Monotrilho,Monotrilho
3.3.1.AT,Qual o percentual de PIS incidente no serviço de transporte por monotrilho?,Qual o percentual de PIS incidente no serviço de transporte por monotrilho?,numeric,1,1,0,1,0,Impostos e Taxas - PIS (Monotrilho),Custos,Monotrilho,Monotrilho
